date,Headlines,Description,source,country_pair
2020-06-05,Trump says he views U.S.-China trade deal differently amid coronavirus,U.S. President Donald Trump said on Friday he views the Phase 1 trade deal inked between the United States and China differently in the wake of the coronavirus pandemic.,Reuters,CHN-USA
2020-06-07,Mexico to propose NAFTA renegotiator to lead WTO: sources,"Mexico is set to propose senior trade official Jesus Seade, who helped rework the North American Free Trade Agreement, as a candidate to be the next director-general of the World Trade Organization (WTO), sources said on Sunday.",Reuters,CHN-MEX
2020-06-08,Chinese telecom firms urge FCC not to revoke ability to operate in U.S.,The U.S. units of China Telecom Corp’s and China Unicom urged the Federal Communications Commission (FCC) not to revoke the company's nearly two-decade old authorization to provide international telecommunications services to and from the United States.,Reuters,CHN-USA
2020-06-08,British financier Staveley's $2 billion Barclays lawsuit hits High Court,"British buinesswoman Amanda Staveley's private equity firm told London's High Court on Monday it had received a ""substantially worse"" deal than Qatar when its syndicate invested billions of pounds in Barclays during the financial crisis in 2008.",Reuters,GBR-QAT
2020-06-08,HK residents rush for offshore bank accounts on China law worries: sources,"Banks including HSBC, Standard Chartered and Citigroup have seen a spike in enquiries from Hong Kong residents about opening offshore accounts amid concerns stemming from China's decision to impose a national security law on the city, five people said.",Reuters,CHN-HKG
2020-06-08,"Tesla China sold 11,095 Model 3 vehicles in May, triple April's volume: CPCA","U.S. electric vehicle maker Tesla Inc sold 11,095 Shanghai-made Model 3 vehicles in China in May, more than triple the volume seen in April, according to the China Passenger Car Association (CPCA).",Reuters,CHN-USA
2020-06-09,"Tiffany amends debt pacts for financial leeway amid pandemic, slump in sales","U.S. luxury jeweler Tiffany & Co , which is being bought by France's LVMH for $16 billion, said on Tuesday it had amended some of its debt agreements to gain more financial leeway amid the coronavirus pandemic after its quarterly sales sank 44%.",Reuters,FRA-USA
2020-06-10,Europe's Just Eat Takeaway to buy U.S. delivery firm Grubhub for $7.3 billion,European food ordering firm Just Eat Takeaway.com NV on Wednesday announced a $7.3 billion deal to buy U.S. food delivery firm Grubhub Inc and create the world's biggest food delivery company outside of China.,Reuters,CHN-USA
2020-06-10,Pompeo chides HSBC for 'corporate kowtow' to Beijing,"U.S. Secretary of State Mike Pompeo on Tuesday chided British bank HSBC for backing moves by China to end Hong Kong's autonomy, saying such ""corporate kowtows"" got little in return from Beijing.",Reuters,CHN-USA
2020-06-10,Walmart's Mexico business set to absorb two internal units,"The Mexican unit of U.S. retailer Walmart said on Wednesday a shareholder meeting would discuss the absorption of two internal units, Holding de Restaurantes y Servicios and Tiendas Wal-Mart.",Reuters,CHN-USA
2020-06-11,'Fifty drivers fight for one order': Southeast Asia gig economy slammed by virus,"Indonesian motorcycle taxi driver Aji chain-smokes and checks his smartphone constantly while waiting for orders by the roadside in downtown Jakarta on a hot June morning, but is staring at the prospect of another fruitless day.",Reuters,CHN-IDN
2020-06-11,Europe's Just Eat Takeaway to buy Grubhub for $7.3 billion,"European food-ordering firm Just Eat Takeaway.com NV said on Wednesday it had agreed to buy U.S. peer Grubhub Inc in an all-stock deal that, if completed, would create the world's largest food delivery company outside China.",Reuters,CHN-USA
2020-06-12,"Volkswagen, Audi on hold as Mexico's Puebla state not ready to reopen","Mexico's Puebla state, where German automaker Volkswagen and its luxury brand unit Audi have major plants, said it is not ready to reopen its automotive sector due to ongoing concerns about the spread of the coronavirus.",Reuters,CHN-MEX
2020-06-12,China's Tencent Music reports passive stake in Warner Music,"China's Tencent Music Entertainment Group on Friday reported a 5.2% passive stake in Class A shares of Warner Music Group Corp, about a week after the world's third-largest recording label's debut on the Nasdaq.",Reuters,CHN-JPN
2020-06-12,"Zoom hits political turbulence in Washington, Beijing; lobbyists ready","Zoom Video Communications, whose remote meeting app made the obscure California company a hub for global communications during the coronavirus pandemic, now finds itself fighting political battles in Washington and Beijing.",Reuters,CHN-USA
2020-06-12,U.S. regulator sides with FCA in Jeep trade case against Mahindra,"A U.S. regulator ruled that India's Mahindra and Mahindra Ltd infringed upon the intellectual property rights of Fiat Chrysler Automobiles NV's (FCA) Jeep brand, barring the sale of the vehicles in question.",Reuters,IND-USA
2020-06-12,U.S. lawmakers ask Zoom to clarify China ties after it suspends accounts,Three U.S. lawmakers asked Zoom Video Communications Inc to clarify its data-collection practices and relationship with the Chinese government after the firm said it had suspended user accounts to meet demands from Beijing.,Reuters,CHN-USA
2020-06-12,Anti-China group urges Trump administration to block Chinese companies from U.S. markets: document,"An anti-China advocacy group that includes former White House adviser Steve Bannon is calling on the Trump administration to exclude Chinese companies from U.S. financial markets, as the White House studies new ways to crack down on China.",Reuters,CHN-USA
2020-06-12,Exclusive: Venezuelan shipping magnate faces U.S. sanctions probe - officials,"The United States is investigating a Venezuelan shipping magnate for possibly violating U.S. sanctions by bringing fuel to gasoline-short Venezuela, according to two senior Trump administration officials.",Reuters,USA-VEN
2020-06-15,HSBC gets veiled rebuke from UK government over Hong Kong,"Britain's Foreign Secretary Dominic Raab voiced a thinly veiled criticism of HSBC on Monday after the bank backed China's national security law for Hong Kong, contradicting the British government's opposition to it.",Reuters,CHN-HKG
2020-06-15,"GM CEO optimistic on U.S. demand, China, EV profitability","General Motors Co's top executive struck an optimistic note on Monday about U.S. new vehicle demand despite the coronavirus pandemic, and the ability to sell electric vehicles at a profit, especially in China.",Reuters,CHN-USA
2020-06-15,"Exclusive: Mexico's oil hedge to be pricier, but government likely doing it anyway","Mexico will have to pay more for less coverage under its giant oil revenue insurance policy for 2021, but will likely go ahead anyway to avoid further damaging its financial standing with international investors, sources said.",Reuters,CHN-MEX
2020-06-16,U.S. calls bid by men to avoid extradition over ex-Nissan boss Ghosn's escape 'flawed',"U.S. prosecutors on Tuesday said a former Green Beret and his son, wanted by Japan for helping former Nissan Motor Co boss Carlos Ghosn flee the country, were advancing a ""flawed"" interpretation of Japanese law to fight their extradition.",Reuters,JPN-USA
2020-06-16,U.S. posts rule allowing U.S. companies to work with Huawei on 5G and other standards,"The U.S. Department of Commerce on Tuesday posted a new rule that allows U.S. companies to work with China's Huawei to develop standards for 5G and other cutting-edge technologies, despite restrictions on doing business with the telecommunications equipment maker.",Reuters,CHN-USA
2020-06-16,"China keen to seek benefits from pandemic, distressed U.S. assets: report","U.S. lawmakers and policymakers should be wary of China's moves to target vulnerable U.S. assets and expand its market share in the wake of the global economic crisis triggered by the novel coronavirus, according to a study prepared for a U.S. trade group and released on Tuesday.",Reuters,CHN-USA
2020-06-16,"U.S. companies can work with Huawei on 5G, other standards: Commerce Department",The United States on Monday confirmed a Reuters report that it will amend its prohibitions on U.S. companies doing business with China's Huawei to allow them to work together on setting standards for next-generation 5G networks.,Reuters,CHN-USA
2020-06-17,"U.S. fines Copa Airlines $450K for transporting passengers between U.S., Venezuela","The U.S. Transportation Department said on Wednesday it fined Panama's Copa Airlines $450,000 for unlawfully transporting passengers between the United States and Venezuela via a stopover point, and ordered the airline to avoid future similar violations.",Reuters,PAN-VEN
2020-06-17,Safe-haven dollar lifted by rise in coronavirus cases,The U.S. dollar was slightly higher on Wednesday afternoon as evidence of a surge in coronavirus cases in some U.S. states and in Beijing sent investors into safe-haven assets.,Reuters,CHN-USA
2020-06-17,"Oil slides on fresh COVID-19 outbreaks, bump in crude stocks","Oil prices settled lower on Wednesday on fuel demand worries due to an uptick in coronavirus cases, with emerging hotspots in China and the United States, and as U.S. crude stocks grew again, taking commercial inventories to another all-time high.",Reuters,CHN-USA
2020-06-17,Trade war? U.S. battle over kitchen cabinets really a domestic dispute,"The anti-China trade mood has reached U.S. kitchens, where a battle is being waged over competing visions of where and how cabinets should be made.",Reuters,CHN-USA
2020-06-17,"New U.S. Huawei rule targets standards, security concerns remain: Ross","A new U.S. rule regarding China's Huawei Technologies Co Ltd is a needed ""clarification"" to help develop standards, U.S. Commerce Secretary Wilbur Ross said on Wednesday, adding that security concerns remain over the telecoms equipment maker.",Reuters,CHN-USA
2020-06-18,Trump administration proposes rolling back protections for big tech,"The U.S. Justice Department proposed on Wednesday that Congress take up legislation to curb protections big tech platforms like Alphabet's Google and Facebook have had for decades, a senior official said, following through on President Donald Trump's bid to crack down on tech giants.",Reuters,JPN-USA
2020-06-18,U.S. Chamber urges China to accelerate purchases of U.S. goods,The U.S. Chamber of Commerce on Thursday underscored the importance of functional U.S.-China ties and urged Beijing to step up its purchases of U.S. goods and services as agreed under a Phase 1 trade deal despite delays caused by the coronavirus.,Reuters,CHN-USA
2020-06-19,Exclusive: Amazon signals entry into alcohol delivery in India with nod in key state - document,"Amazon.com Inc has secured clearance to deliver alcohol in India's eastern state of West Bengal, according to a document seen by Reuters, signalling the U.S. e-commerce giant's first foray into the country's multi-billion-dollar sector.",Reuters,IND-USA
2020-06-19,UK tells telcos to stockpile Huawei gear in face of U.S. sanctions: letter,"British security officials have told UK telecom operators to ensure they have adequate stockpiles of Huawei equipment due to fears that new U.S. sanctions will disrupt the Chinese firm's ability to maintain critical supplies, according to a letter seen by Reuters.",Reuters,GBR-USA
2020-06-19,Top French court upholds $56 million Google privacy breach fine,"France's top administrative court upheld a 50 million-euro fine ($56 million) imposed last year on Alphabet's Google for breaching European Union online privacy rules, it said on Friday.",Reuters,FRA-JPN
2020-06-19,"Trump renews threat to cut ties with Beijing, a day after high-level U.S.-China talks","President Donald Trump on Thursday renewed his threat to cut ties with China, a day after his top diplomats held talks with Beijing and his trade representative said he did not consider decoupling the U.S. and Chinese economies a viable option.",Reuters,CHN-USA
2020-06-19,D.Telekom: we will keep control of T-Mobile if Softbank sells shares,"Deutsche Telekom is in talks to buy out shares in its U.S. unit T-Mobile from Japan's Softbank , CEO Tim Hoettges said on Friday, noting that under a shareholder agreement it has the right of first refusal.",Reuters,JPN-USA
2020-06-19,Deutsche Telekom to keep grip on T-Mobile in chase for U.S. top spot,"Deutsche Telekom will retain control of T-Mobile should Japan's Softbank liquidate its stake, CEO Tim Hoettges said on Friday as he vowed to claim top spot in the U.S. market.",Reuters,JPN-USA
2020-06-22,'Total disaster': Phantom billions plunge Wirecard into chaos,"Wirecard said on Monday that 1.9 billion euros ($2.1 billion) it had booked in its accounts likely never existed, a black hole that threatens to engulf the payments company and tarnish the reputation of Germany's financial watchdog.",Reuters,CHN-DEU
2020-06-22,Scores of Volkswagen's Mexico staff test positive for coronavirus,"Volkswagen AG's Mexican unit on Monday said about 2% of its workers tested for coronavirus had contracted the disease at some point, underlining the challenge faced by automakers in reopening factories before the pandemic has peaked in Mexico.",Reuters,CHN-MEX
2020-06-22,Analysts' View: Take Navarro's China trade deal is 'over' comments with a pinch of salt,"U.S. stock futures fell and the dollar rose after White House adviser Peter Navarro said that the trade deal with China is ""over"". But President Donald Trump later tweeted that the deal ""is fully intact"" and said he hoped Beijing would continue to live up to terms of the agreement.",Reuters,CHN-USA
2020-06-22,U.S. fights bail bid by men accused of helping former Nissan boss escape,A U.S. prosecutor on Monday urged a judge to keep a former Green Beret and his son locked up as Japan prepares to formally seek their extradition on charges that they helped former Nissan Motor Co boss Carlos Ghosn flee the East Asian country.,Reuters,JPN-USA
2020-06-22,Google's U.S. ad revenue to take a hit due to pandemic: report,"Google Inc's U.S. advertising revenue will drop 5.3% as brands pare spending during the coronavirus pandemic, according to an eMarketer report on Monday, the first decline since 2008 when the research firm began estimating the Alphabet Inc unit's ad revenues.",Reuters,JPN-USA
2020-06-22,"Exclusive: U.S., Brazil protest Thailand's pesticide ban over impact on wheat, soy exports - documents","The United States and Brazil lodged separate protests with Thailand over its ban on two farm chemicals earlier this month, documents reviewed by Reuters show, saying the ""restrictive"" and ""serious"" move could hurt key agricultural exports.",Reuters,BRA-THA
2020-06-22,Taiwan minister says TSMC has offset lost Huawei orders,"Taiwan Semiconductor Manufacturing Co (TSMC) has made up its order book with other customers now that it has lost China's Huawei Technologies Co Ltd [HWT.UL], which is subject to U.S. sales restrictions, a government minister said on Monday.",Reuters,CHN-USA
2020-06-22,Delta to resume flights between U.S. and China,"Delta Air Lines Inc said on Monday it would resume flights between Seattle and Shanghai on June 25, making it the first U.S. airline to restart operations between the United States and China after flights were suspended in February due to the COVID-19 pandemic.",Reuters,CHN-USA
2020-06-23,Top German court reimposes data curbs on Facebook,"Facebook must comply with an order by Germany's antitrust watchdog to curb data collection from users, a top German court ruled on Tuesday, in a setback for the U.S. social network company that could set a wider precedent.",Reuters,DEU-USA
2020-06-23,"China has picked up its 'game' on trade with U.S., Trump adviser says","The U.S. trade deal with China is not only fully intact, but Beijing has actually stepped forward in a number of areas in a constructive way, a top White House adviser said on Tuesday.",Reuters,CHN-USA
2020-06-23,Mnuchin says U.S.-China decoupling will occur if firms cannot compete fairly,U.S. Treasury Secretary Steven Mnuchin said on Tuesday that a decoupling of the U.S. and Chinese economies will result if U.S. companies are not allowed to compete on a fair and level basis in China's economy.,Reuters,CHN-USA
2020-06-23,"Trump threat to 'decouple' U.S. and China hits trade, investment reality","Conflicting talk from Trump administration officials about ""decoupling"" the U.S. economy from China is running into a challenging reality: Chinese imports of U.S. goods are rising, investment by American companies into China continues, and markets are wary of separating the world's biggest economies.",Reuters,CHN-USA
2020-06-23,"Italy arrests Siemens, Alstom executives over Milan subway deals","Italian tax police arrested 13 people, including executives of the Italian units of Germany's Siemens and France's Alstom , in an investigation into alleged bribery relating to Milan subway contracts, prosecutors said on Tuesday.",Reuters,DEU-FRA
2020-06-23,Trump administration sees no loophole in new Huawei curb,"The U.S. government sees no loopholes in a new rule aimed at crimping global chip sales to China's Huawei and will ""aggressively"" crack down on any bid to disobey the intent of the curb, Commerce Secretary Wilbur Ross said on Tuesday.",Reuters,CHN-USA
2020-06-23,Top German court reimposes data curbs on Facebook,"Facebook must comply with an order by Germany's antitrust watchdog to curb data collection from users, a top German court ruled on Tuesday, in a setback for the U.S. social network company that could set a wider precedent.",Reuters,DEU-USA
2020-06-23,Bayer nears glyphosate settlement after lengthy talks: sources,"Germany's Bayer is set to reach a settlement this week with U.S. plaintiffs that claim its glyphosate-based weedkillers cause cancer, two people familiar with the matter told Reuters.",Reuters,DEU-USA
2020-06-24,"With no tourists to watch migration, Kenyan operator's planes are grounded","For Kenyan-based safari operator Safarilink, June is the busiest time of year, as the company's small planes ferry tourists to national parks in Kenya and Tanzania to witness the majestic annual migration of 2 million animals.",Reuters,KEN-TZA
2020-06-24,"Oil dives over 5% as U.S. crude stocks hit record, COVID cases mount","Oil prices tumbled over 5%, or more than $2 a barrel on Wednesday, after U.S. crude storage hit another record and coronavirus cases rebounded in countries like Germany and surged in heavily populated areas of the United States.",Reuters,DEU-USA
2020-06-24,"Swissport to cut up to 4,556 jobs in UK and Ireland: internal letter","Aviation services company Swissport said it could cut up to 4,556 jobs, or up to 53% of its workforce in the UK and Ireland, as it forecasts regional revenues will be cut by half as a result of the travel slump caused by the coronavirus pandemic.",Reuters,GBR-IRL
2020-06-24,"BP's stranded Canadian, Angolan assets expose wider industry risks","When BP slashed its long-term oil price outlook last week, prospects in Canada and Angola were rendered worthless, company sources and analysts said, exposing broader risks the industry faces as the world pivots to low-carbon energy.",Reuters,AGO-CAN
2020-06-24,Walmart to stop Mississippi flag display; reviews third party sales on Canada website,"Walmart said it will not display in its stores the flag of the U.S. state of Mississippi, which includes a Confederate flag emblem, and is separately reviewing if items sold on its website in Canada breached its terms after online outrage over ""All Lives Matter"" products on the site.",Reuters,CAN-USA
2020-06-25,U.S. imposes sanctions on companies operating in Iran's metals sector,"The United States on Thursday blacklisted four companies in Iran's metals sector, as well as one German and three Emirati subsidiaries of Iran's largest steelmaker that Washington said generate millions of dollars for Tehran's metals industry.",Reuters,IRN-USA
2020-06-25,Canada's Trudeau rejects call to swap Huawei executive for detainees in China,"Canadian Prime Minister Justin Trudeau on Thursday rejected a call to swap an imprisoned Huawei Technologies Co Ltd [HWT.UL] executive for two citizens held by Beijing, saying such a move would set a bad precedent and harm Canada.",Reuters,CAN-CHN
2020-06-25,India's auto and pharma sectors not ready to wean off China,"Days after a border clash with China this month in which 20 Indian soldiers were killed, New Delhi told firms to find ways to cut imports from China. But two big industries, automobiles and pharmaceuticals, say this is easier said than done.",Reuters,CHN-IND
2020-06-25,Nissan to lay off 200 Mexico workers amid global auto slowdown,"Japanese automaker Nissan will lay off about 200 workers at a plant in Mexico amid local and global challenges facing the automotive industry, the carmaker said on Thursday.",Reuters,CHN-MEX
2020-06-25,Carnival seeks first leveraged loan to shore up liquidity,"LONDON (LPC) - US cruise line operator Carnival is looking to raise its first leveraged loan as it seeks alternative forms of liquidity to shore up its business, which has been sunk by the coronavirus pandemic.",Reuters,GBR-USA
2020-06-26,"Former Wirecard COO Marsalek left Philippines this week, bound for China: minister","A former board member of collapsed German payments company Wirecard was briefly in the Philippines this week but left the country on Wednesday headed for China, Manila's justice minister said on Friday.",Reuters,CHN-PHL
2020-06-26,"Oil dips on rise in U.S. coronavirus cases, set for weekly fall","Oil prices settled lower on Friday as new coronavirus cases spiked in the United States and China, and on growing concerns about rising U.S. output ticking up while crude stockpiles sat at record highs.",Reuters,CHN-USA
2020-06-28,Mexico's Interjet to gradually reopen more routes from July,"Mexico's Interjet airline will begin restarting national and international routes in July, the company said on Sunday, as airlines across the world pin their hopes on recovering demand as some coronavirus pandemic restrictions on travel ease.",Reuters,CHN-MEX
2020-06-29,"Norwegian Air cancels 97 Boeing MAX and Dreamliners, claims compensation","Norwegian Air has cancelled orders for 97 Boeing aircraft and will claim compensation from the U.S. plane maker for the grounding of the 737 MAX and for 787 engine troubles that hit its bottom line, the Oslo-based carrier said on Monday.",Reuters,NOR-USA
2020-06-29,Tim Tam maker Arnott's loses 50 jobs in first cuts since KKR buyout,"Arnott's, maker of Tim Tam biscuits and other snacks, is shedding about 50 staff, a representative told Reuters, the first such cuts since U.S. private equity firm KKR & Co Inc bought one of Australia's best-known brands last year.",Reuters,AUS-USA
2020-06-30,Google postpones U.S. office reopening to September as virus cases spike,Alphabet Inc's Google said late on Tuesday it was delaying the reopening of its U.S. offices by around two months because of a surge in the number of coronavirus cases in some states.,Reuters,JPN-USA
2020-06-30,Carlyle to buy 25% of Bharti Airtel's data center arm for $235 million,"Carlyle will buy a 25% stake in Indian telecom firm Bharti Airtel Ltd's data center arm for $235 million, the U.S. private equity group said on Wednesday, as it taps into the rapid growth of digital services in India.",Reuters,IND-USA
2020-06-30,SocGen's Australian securities arm pleads guilty to client money offences,Australia's corporate regulator on Wednesday said the Australian securities unit of France's Societe Generale SA (SocGen) has pleaded guilty to charges of breaching client money provisions.,Reuters,AUS-FRA
2020-06-30,Federated Hermes questions HSBC's stance on Hong Kong law,"HSBC investor Federated Hermes said it has questions about the bank's support for China's new security law for Hong Kong, the second investor in Europe's biggest bank in recent weeks to voice concerns about the lender's stance.",Reuters,CHN-HKG
2020-06-30,"India's Chinese app ban seen jolting ByteDance's India plans, angers some TikTok users","An Indian ban on dozens of Chinese apps following a border clash between the two nations has possibly derailed a $1 billion India expansion plan of China's ByteDance, while also sparking an uproar from users of its popular TikTok video app.",Reuters,CHN-IND
2020-06-30,China says India's ban on Chinese apps may violate WTO rules,"China said on Tuesday that India's move to ban 59 Chinese-origin mobile apps could be a breach of World Trade Organisation (WTO) rules, and urged New Delhi to create an open and fair business environment.",Reuters,CHN-IND
2020-06-30,India's Chinese app ban seen jolting $1 billion expansion of ByteDance,"An Indian ban on dozens of Chinese apps following a border clash between the two nations has possibly derailed a $1 billion India expansion plan of China's ByteDance, while also sparking an uproar from users of its popular TikTok video app.",Reuters,CHN-IND
2020-07-01,Business groups say flexibility needed to implement new North American trade deal,"U.S., Mexican and Canadian business groups applauded a new North American trade deal's entry into force on Wednesday, but said more work and flexibility was needed to overcome challenges including implementation of new labor and automotive rules.",Reuters,CHN-USA
2020-07-02,"Apple supplier Foxconn, others hit as India holds up imports from China: sources","India's additional scrutiny of imports from China has disrupted operations at plants owned by Apple supplier Foxconn in southern India, three sources told Reuters, and other foreign firms are also facing delays as tensions between the two countries build.",Reuters,CHN-IND
2020-07-02,China hopes India corrects actions against Chinese firms immediately,"China's commerce ministry said on Thursday that it hopes India would correct its discriminatory actions against Chinese companies immediately, after India banned Chinese mobile apps amid a border crisis between the two countries.",Reuters,CHN-IND
2020-07-02,"EU banks to take on Visa, Mastercard with new payments system","Sixteen banks from Germany, France and three other euro zone countries on Thursday said a ""truly European"" payments system was expected to be up and running in 2022 to fully digitalise a region where half of all retail payments are still in cash.",Reuters,DEU-FRA
2020-07-03,Turkish suspect tells court Ghosn mused on Hollywood movie of escape from Japan,A Turkish jet executive on trial over Carlos Ghosn's dramatic escape from Japan told a court on Friday that the former Nissan boss spoke about Hollywood making a movie of his getaway as he flew in a private jet to Beirut.,Reuters,JPN-LBN
2020-07-03,Canada's biggest banks join boycott of Facebook platforms,Canada's biggest lenders confirmed on Friday they had joined a widespread boycott of Facebook Inc begun by U.S. civil rights groups seeking to pressure the world's largest social media platform to take concrete steps to block hate speech.,Reuters,CAN-USA
2020-07-03,Uber widens taxi app to Japan's Tokyo but ride-sharing still barred,"Uber Technologies launched a ride-hailing smartphone application in Tokyo on Friday in partnership with three domestic taxi firms, even as strict regulations block its popular ride-sharing service in Japan.",Reuters,CHN-JPN
2020-07-04,"Wirecard ex-COO Marsalek's entry into Philippines was faked, minister says","Immigration records showing Wirecard's former chief operating officer Jan Marsalek arrived in the Philippines on June 23 and departed for China the next day were falsified, Philippines Justice Secretary Menardo Guevarra said on Saturday.",Reuters,CHN-PHL
2020-07-06,"Wall Street jumps on strong services sector, hopes of China recovery","U.S. stocks rose sharply on Monday as a rebound in U.S. services industry activity in June and expectations of a revival in China's economy boosted optimism, helping investors look past a surge in new coronavirus cases in the United States.",Reuters,CHN-USA
2020-07-06,Asia's equity valuations hit 10-1/2-year high in June,"The valuation of Asian shares surged to a 10-1/2-year high in June, tracking a rally in global stocks, as upbeat U.S. and China data renewed hopes of a swift economic recovery, offsetting concerns over rising coronavirus cases.",Reuters,CHN-USA
2020-07-06,"On Huawei, UK PM Johnson says cannot be vulnerable to high risk state vendors","Prime Minister Boris Johnson on Monday said the government would have to think carefully about the role China's Huawei plays in Britain because he does not want the country to be ""vulnerable to a high risk state vendor"".",Reuters,CHN-GBR
2020-07-07,"Britain jeopardising China relationship, says Huawei's UK boss","Britain risks throwing away its long-standing relationship with China if it bans Huawei from its 5G networks at the behest of the United States as part of a global battle for technological supremacy, the UK chairman of the tech group told Reuters.",Reuters,CHN-GBR
2020-07-07,Biden previews manufacturing plan to counter 'America First' president,"Democratic presidential candidate Joe Biden on Tuesday promised to revive U.S. manufacturing so that the country is not dependent on China, taking aim at his rival's promises to revive factories.",Reuters,CHN-USA
2020-07-07,U.S. says Ghosn wired money to man who helped him flee Japan,"Carlos Ghosn, the former Nissan Motor Co chairman, wired $862,500 last year to a company managed by one of the two men who later helped him escape from Japan, U.S. prosecutors said in a Tuesday court filing.",Reuters,JPN-USA
2020-07-07,Huawei says U.S. pressure on Brazil threatens long delays in 5G rollout,A Huawei Technologies executive warned that Brazil could suffer years of delay in deploying a 5G telecoms network and higher costs if it succumbs to mounting U.S. pressure to snub the Chinese equipment supplier.,Reuters,BRA-USA
2020-07-07,"U.S. firms in India not ready to pay digital tax, lobby group says","A lobby group representing U.S. technology giants has said its members are not yet ready to make the first payment of the country's digital tax due this week, urging New Delhi to defer the move.",Reuters,IND-USA
2020-07-07,TikTok says it will exit Hong Kong market within days,"TikTok will exit the Hong Kong market within days, a spokesman told Reuters late on Monday, as other technology companies including Facebook Inc suspend processing government requests for user data in the region.",Reuters,CHN-HKG
2020-07-07,TikTok quits Hong Kong as U.S. giants suspend processing data requests,"Chinese-owned social media platform TikTok announced on Tuesday it would pull out of Hong Kong within days, as global tech giants struggle to figure out how to operate in the city under sweeping new security rules imposed by Beijing.",Reuters,CHN-HKG
2020-07-08,Carlos Ghosn's accused smugglers unlikely to win quick bail,A U.S. judge said she is unlikely to quickly release a Massachusetts father and son being held on charges they helped smuggle former Nissan Motor Co chairman Carlos Ghosn out of Japan.,Reuters,JPN-USA
2020-07-08,Dollar tumbles to two-week low as Nasdaq hit record closing high,"The dollar dropped to two-week lows on Wednesday, showing reduced safe-haven appeal for now, as U.S. tech stocks rallied and commodity prices firmed, even as sentiment remained cautious amid a resurgence of new coronavirus cases globally, particularly in the United States.",Reuters,IND-USA
2020-07-08,Furloughs at U.S. legacy airlines could help low-cost carriers like Southwest,"U.S. legacy airlines with lackluster employee demand for early exit packages face large furloughs in the fall, signaling higher post-pandemic labor costs because union contracts require airlines to furlough in reverse order of seniority.",Reuters,CHN-USA
2020-07-08,"TikTok's ad launch faces challenges from U.S. ban threat, hoaxes","TikTok’s launch on Wednesday of a new platform to court small business advertisers is fraught with challenges, especially after the Trump administration's threat this week to impose a ban on China-based social media apps.",Reuters,CHN-USA
2020-07-08,"Tesla China sold 14,954 Model 3 vehicles in June, up 35% on the month","U.S. electric vehicle maker Tesla Inc sold 14,954 Shanghai-made Model 3 vehicles in China in June, up 35% month-on-month, according to the China Passenger Car Association (CPCA).",Reuters,CHN-USA
2020-07-08,Huawei says U.S. sanctions have no immediate impact on UK 5G supplies,"U.S. sanctions targeting China's Huawei have had no immediate impact on its ability to supply 5G equipment to Britain, a senior company executive said on Wednesday, calling for more time to understand the full repercussions of the restrictions.",Reuters,CHN-USA
2020-07-08,Ruling in EU Apple tax case due next Wednesday: Ireland,"The European Union's second highest court will next week rule in an appeal by Apple and Ireland against an EU ruling for the U.S. company to pay 13 billion euros ($16 billion) in back taxes, the Irish government said on Wednesday.",Reuters,IRL-USA
2020-07-08,Airbus workers stage rare protest over job cuts,"Thousands of Airbus workers marched alongside an airport runway in France and staged an 'empty chair' protest in Germany on Wednesday to protest against plans to cut up to 15,000 jobs.",Reuters,DEU-FRA
2020-07-09,U.S. judge rejects immediate bail for accused Carlos Ghosn smugglers,"A U.S. judge on Thursday refused to grant immediate bail to a Massachusetts father and son who are trying to avoid extradition to Japan, after being accused of helping smuggle former Nissan Motor Co chairman Carlos Ghosn out of that country.",Reuters,JPN-USA
2020-07-09,China's market euphoria trumps political risk in Hong Kong,"Investors in China's soaring stock market are increasingly turning to Hong Kong for bargains, egging on an investment boom on the back of large tech listings and shaking off fears of political risks in the bruised financial hub.",Reuters,CHN-HKG
2020-07-10,"U.S. slaps French goods with 25% duties in digital tax row, but delays effective date","The Trump administration on Friday announced additional duties of 25% on French cosmetics, handbags and other imports valued at $1.3 billion in response to France's digital services tax, but would hold off on implementing the move for up to 180 days.",Reuters,FRA-USA
2020-07-10,Upbeat economic data helps European shares snap three-day losing run,"European shares rose on Friday after upbeat industrial output data from Italy and France raised hopes of an economic recovery, even as a spike in coronavirus cases around the world kept gains in check.",Reuters,FRA-ITA
2020-07-10,Japan Display aims to bring some panel production back from China after coronavirus,"Japan Display Inc aims to bring some automotive panel production back to Japan after the novel coronavirus outbreak disrupted its supply chain in China, a company executive said on Friday.",Reuters,CHN-JPN
2020-07-10,Uber agrees to pay $3.8 million Denmark fine over taxi law: police,"Uber has agreed to pay a 25 million Danish crowns ($3.8 million) fine in Denmark, settling claims of breaching local taxi law out of court, Danish police said on Friday.",Reuters,CHN-DNK
2020-07-10,Take Five: A bull with underlying health conditions,"Southern European bonds and the euro have rallied hard in the two months since France and Germany mooted a 750 billion-euro ($848 billion) post-COVID-19 recovery fund. On July 17-18, European leaders meet to hammer out details. But differences remain on whether the fund should be based on loans or grants; if the proposal stumbles, markets will take it badly.",Reuters,DEU-FRA
2020-07-12,'Let's get going': UK tells businesses to prepare for Brexit crunch,"Britain is urging businesses and individuals to prepare for the Dec. 31 end of the Brexit transition period with an information campaign titled: ""The UK's new start: let's get going.""",Reuters,CHN-GBR
